gene_id	gene_name	longest_transcript_exon_length
ENSMUSG00000026069.15	Il1rl1	5302
ENSMUSG00000026070.15	Il18r1	4158
ENSMUSG00000026068.11	Il18rap	4889
ENSMUSG00000104441.1	Gm35801	479
ENSMUSG00000026065.8	Slc9a4	3962
ENSMUSG00000102676.1	Gm37435	3947
ENSMUSG00000026062.12	Slc9a2	5019
ENSMUSG00000103679.1	Gm37623	803
ENSMUSG00000103270.1	Gm37915	3261
ENSMUSG00000041945.12	Mfsd9	3311
ENSMUSG00000079588.3	Tmem182	2716
ENSMUSG00000094136.2	Gm5973	496
ENSMUSG00000104072.1	4930448I06Rik	546
ENSMUSG00000100185.1	Gm28634	2613
ENSMUSG00000100832.1	Gm29260	2759
ENSMUSG00000100178.1	Gm5267	1045
ENSMUSG00000101877.1	Gm8176	1099
ENSMUSG00000053640.2	Gm9915	1383
ENSMUSG00000101919.1	Gm29664	463
ENSMUSG00000101299.2	Gm28175	1477
ENSMUSG00000100180.1	Gm28140	1271
ENSMUSG00000103106.1	Gm37047	533
ENSMUSG00000060424.14	Pantr1	2085
ENSMUSG00000104199.1	4930420N18Rik	676
ENSMUSG00000093436.6	Gm20646	1316
ENSMUSG00000045515.3	Pou3f3	7409
ENSMUSG00000097063.3	Pantr2	981
ENSMUSG00000099784.1	Dalir	2170
ENSMUSG00000060679.14	Mrps9	2421
ENSMUSG00000077448.1	Gm23126	134
ENSMUSG00000041907.9	Gpr45	3776
ENSMUSG00000089088.1	Gm24001	85
ENSMUSG00000070939.9	Tgfbrap1	5607
ENSMUSG00000100269.1	Gm28782	414
ENSMUSG00000041878.3	8430432A02Rik	1248
ENSMUSG00000010290.7	AI597479	3458
ENSMUSG00000008136.14	Fhl2	1563
ENSMUSG00000094497.1	Gm8210	483
ENSMUSG00000099576.1	Gm29040	1188
ENSMUSG00000099694.1	Gm29610	453
ENSMUSG00000101923.1	Gm29041	380
ENSMUSG00000066877.11	Nck2	2772
ENSMUSG00000103422.1	Gm37536	2491
ENSMUSG00000103945.1	Gm38228	1293
ENSMUSG00000026051.8	1500015O10Rik	902
ENSMUSG00000100764.1	Gm29155	269
ENSMUSG00000100635.1	Gm29157	612
ENSMUSG00000100480.1	Gm29156	499
ENSMUSG00000057363.12	Uxs1	4620
ENSMUSG00000090243.1	Gm16103	1279
ENSMUSG00000100701.1	Gm19587	545
ENSMUSG00000101395.1	Gm8241	816
ENSMUSG00000088848.1	Gm26352	125
ENSMUSG00000095757.1	Gm24180	110
ENSMUSG00000041763.14	Tpp2	4994
ENSMUSG00000047343.4	Mettl21c	3482
ENSMUSG00000090106.1	Gm15838	180
ENSMUSG00000091844.2	Gm8251	20036
ENSMUSG00000026049.11	Tex30	1360
ENSMUSG00000101104.6	Gm29247	571
ENSMUSG00000026047.13	Kdelc1	2359
ENSMUSG00000041684.11	Bivm	3570
ENSMUSG00000026048.16	Ercc5	4239
ENSMUSG00000046828.3	Mettl21e	3211
ENSMUSG00000089703.1	Gm15833	957
ENSMUSG00000100966.1	Gm5700	989
ENSMUSG00000100769.1	Gm28893	1108
ENSMUSG00000101567.1	Txn-ps1	309
ENSMUSG00000056870.9	Gulp1	3138
ENSMUSG00000102319.1	Gm37626	4563
ENSMUSG00000089877.1	Gm16102	420
ENSMUSG00000101701.1	4930521E06Rik	905
ENSMUSG00000103071.1	Gm38110	1551
ENSMUSG00000100434.1	Gm3489	528
ENSMUSG00000100013.1	Gm19480	667
ENSMUSG00000101251.1	Gm3496	745
ENSMUSG00000101937.1	Gm5268	940
ENSMUSG00000026043.18	Col3a1	5564
ENSMUSG00000105211.1	Gm47302	141
ENSMUSG00000026042.16	Col5a2	6625
ENSMUSG00000104476.1	Gm38211	7217
ENSMUSG00000100218.1	Gm8296	524
ENSMUSG00000100361.1	Gm7063	981
ENSMUSG00000100894.1	Gm8304	584
ENSMUSG00000095121.1	Gm23216	107
ENSMUSG00000065255.1	Gm23974	131
ENSMUSG00000100843.1	Gm8307	1150
ENSMUSG00000087764.1	Gm23984	203
ENSMUSG00000025995.16	Wdr75	3226
ENSMUSG00000099850.1	Gm28906	1779
ENSMUSG00000084817.3	Gm5526	423
ENSMUSG00000098549.1	Gm5269	749
ENSMUSG00000099381.1	Gm18303	1176
ENSMUSG00000025993.10	Slc40a1	3928
ENSMUSG00000099946.1	Gm9496	1601
ENSMUSG00000070896.2	Rpl23a-ps1	465
ENSMUSG00000090682.4	Gm3852	264
ENSMUSG00000044457.8	Stk-ps2	4667
ENSMUSG00000099432.1	Gm18849	560
ENSMUSG00000041144.11	Dnah7b	12319
ENSMUSG00000096047.1	n-R5s211	119
ENSMUSG00000101262.1	Gm8326	1953
ENSMUSG00000101337.6	Dnah7c	12207
ENSMUSG00000025986.6	Slc39a10	5498
ENSMUSG00000100213.1	Gm28151	951
ENSMUSG00000103129.1	Gm37393	3870
ENSMUSG00000100160.1	Gm28527	297
ENSMUSG00000101921.1	Gm28825	238
ENSMUSG00000101447.1	Gm28826	488
ENSMUSG00000081185.1	Gm4852	729
ENSMUSG00000103246.1	Gm38090	1942
ENSMUSG00000098876.1	Mir6350	105
ENSMUSG00000100530.1	Gm18117	742
ENSMUSG00000104067.1	Gm37196	906
ENSMUSG00000100033.1	Gm8337	1938
ENSMUSG00000094968.1	Gm22419	121
ENSMUSG00000088017.1	Gm23829	270
ENSMUSG00000101996.1	Gm19206	827
ENSMUSG00000096973.1	Gm5974	986
ENSMUSG00000064943.1	Gm23240	121
ENSMUSG00000100866.1	Gm28830	213
ENSMUSG00000101721.1	Gm8354	1373
ENSMUSG00000099376.1	Gm19124	832
ENSMUSG00000097883.1	Gm8357	1011
ENSMUSG00000092790.1	Gm22693	442
ENSMUSG00000099698.1	Gm28740	215
ENSMUSG00000099454.1	Gm8367	887
ENSMUSG00000051616.14	C230029F24Rik	554
ENSMUSG00000099627.1	Gm6757	1706
ENSMUSG00000099577.1	Gm3605	440
ENSMUSG00000099882.1	Gm28388	437
ENSMUSG00000101760.1	Gm8384	704
ENSMUSG00000099608.1	4933411E06Rik	1493
ENSMUSG00000099864.1	Gm8391	726
ENSMUSG00000098249.1	Gm27330	132
ENSMUSG00000100451.1	Gm29665	528
ENSMUSG00000099941.1	Gm20118	162
ENSMUSG00000084531.1	Gm25843	314
ENSMUSG00000100816.1	Gm28321	2327
ENSMUSG00000026109.14	Tmeff2	3343
ENSMUSG00000100671.1	Gm28322	1475
ENSMUSG00000092906.1	Gm25736	101
ENSMUSG00000101242.1	Gm28319	226
ENSMUSG00000099924.1	Gm28320	2273
ENSMUSG00000099625.1	Gm29325	2528
ENSMUSG00000101799.1	9330175M20Rik	2552
ENSMUSG00000045954.7	Cavin2	3055
ENSMUSG00000099741.1	Gm5253	1025
ENSMUSG00000101702.1	1700072G22Rik	548
ENSMUSG00000026107.11	Nabp1	4790
ENSMUSG00000099413.1	Gm17767	3049
ENSMUSG00000103424.1	Gm37535	2365
ENSMUSG00000101741.1	Gm28055	1301
ENSMUSG00000018417.14	Myo1b	5052
ENSMUSG00000101724.1	Gm29453	1279
ENSMUSG00000100313.1	Gm28323	2499
ENSMUSG00000100696.1	Gm8419	412
ENSMUSG00000099135.1	Gm27607	122
ENSMUSG00000072324.4	Gm8420	598
ENSMUSG00000062939.11	Stat4	2982
ENSMUSG00000101628.1	Gm28177	3532
ENSMUSG00000078291.1	Gm3940	432
ENSMUSG00000109599.1	Gm31812	1170
ENSMUSG00000026104.14	Stat1	5151
ENSMUSG00000099569.1	Gm18301	888
ENSMUSG00000026103.14	Gls	5596
ENSMUSG00000099648.1	Gm5975	1399
ENSMUSG00000065192.1	Gm23460	109
ENSMUSG00000002881.14	Nab1	3874
ENSMUSG00000097833.1	Gm5976	996
ENSMUSG00000101501.1	Rps27a-ps1	463
ENSMUSG00000100120.1	Gm553	701
ENSMUSG00000099878.1	Gm28178	2943
ENSMUSG00000100007.1	Gm5527	642
ENSMUSG00000043015.15	Nemp2	4338
ENSMUSG00000103630.1	Gm37242	2085
ENSMUSG00000041439.15	Mfsd6	4932
ENSMUSG00000100302.1	Gm29670	2491
ENSMUSG00000100230.1	Gm28650	411
ENSMUSG00000026102.9	Inpp1	5767
ENSMUSG00000041426.12	Hibch	3765
ENSMUSG00000089802.1	Gm16107	862
ENSMUSG00000043629.12	1700019D03Rik	3641
ENSMUSG00000026100.6	Mstn	2705
ENSMUSG00000089334.1	Gm24349	101
ENSMUSG00000060715.9	1700019A02Rik	726
ENSMUSG00000026098.13	Pms1	3054
ENSMUSG00000100763.1	Gm28777	535
ENSMUSG00000026097.9	Ormdl1	3076
ENSMUSG00000100679.1	Gm28778	785
ENSMUSG00000026096.14	Osgepl1	4005
ENSMUSG00000099913.1	Gm28551	3142
ENSMUSG00000101838.6	Gm18800	1105
ENSMUSG00000026095.15	Asnsd1	2442
ENSMUSG00000117809.1	Asdurf	300
ENSMUSG00000100267.1	Gm28779	323
ENSMUSG00000099450.1	Gm6799	573
ENSMUSG00000100069.1	Gm6801	339
ENSMUSG00000096141.2	Dnah7a	12245
ENSMUSG00000092657.1	Gm25240	125
ENSMUSG00000026094.14	Stk17b	3293
ENSMUSG00000102405.1	Gm37863	1457
ENSMUSG00000042807.15	Hecw2	11263
ENSMUSG00000098443.1	Mir7681	72
ENSMUSG00000087949.1	Gm24251	114
ENSMUSG00000102868.1	Gm37633	2700
ENSMUSG00000094013.1	Gm25829	107
ENSMUSG00000025983.11	Ccdc150	3807
ENSMUSG00000041303.7	Gtf3c3	4582
ENSMUSG00000109809.1	Gm34066	825
ENSMUSG00000073678.4	Pgap1	10583
ENSMUSG00000104136.1	Gm36955	1661
ENSMUSG00000101130.1	Gm19637	579
ENSMUSG00000052331.14	Ankrd44	6192
ENSMUSG00000101674.6	4930444A19Rik	2117
ENSMUSG00000102503.1	Gm37370	1410
ENSMUSG00000089245.1	Gm24053	105
ENSMUSG00000102642.1	A130048G24Rik	2750
ENSMUSG00000025982.13	Sf3b1	6195
ENSMUSG00000103030.1	E330011M16Rik	1794
ENSMUSG00000025981.13	Coq10b	2119
ENSMUSG00000101122.1	Gm17971	806
ENSMUSG00000025980.14	Hspd1	2423
ENSMUSG00000073676.4	Hspe1	964
ENSMUSG00000100736.1	Gm5147	794
ENSMUSG00000089670.1	Gm16581	991
ENSMUSG00000025979.13	Mob4	3555
ENSMUSG00000061863.6	Gm6822	307
ENSMUSG00000025978.14	Rftn2	3677
ENSMUSG00000097649.2	Gm10561	1943
ENSMUSG00000046994.9	Mars2	11294
ENSMUSG00000025977.15	Boll	2635
ENSMUSG00000100215.1	Gm8292	396
ENSMUSG00000101945.1	Gm29138	348
ENSMUSG00000101085.1	Gm8531	893
ENSMUSG00000038349.10	Plcl1	6580
ENSMUSG00000102145.1	Gm38056	5027
ENSMUSG00000100309.1	Gm6644	951
ENSMUSG00000102831.1	Gm37382	1596
ENSMUSG00000099950.1	9130227L01Rik	1906
ENSMUSG00000102491.1	Gm36986	353
ENSMUSG00000100372.1	1700003I22Rik	424
ENSMUSG00000100944.1	Gm28900	156
ENSMUSG00000101332.1	Gm28240	2053
ENSMUSG00000045336.5	Hsfy2	1392
ENSMUSG00000038331.15	Satb2	6277
ENSMUSG00000087022.4	9130024F11Rik	2862
ENSMUSG00000104310.1	Gm4081	1838
ENSMUSG00000094128.1	Gm23943	121
ENSMUSG00000099945.1	1700126A01Rik	2061
ENSMUSG00000101429.1	BC055402	3301
ENSMUSG00000101129.1	Gm5254	977
ENSMUSG00000097519.2	4930558J18Rik	2052
ENSMUSG00000038323.3	1700066M21Rik	3008
ENSMUSG00000048495.16	Tyw5	1847
ENSMUSG00000025971.6	Maip1	4874
ENSMUSG00000077776.1	Gm22371	130
ENSMUSG00000088353.1	Gm24014	157
ENSMUSG00000101826.1	Gm8581	890
ENSMUSG00000102685.1	Gm37373	2812
ENSMUSG00000101151.1	Gm17929	627
ENSMUSG00000038305.15	Spats2l	3929
ENSMUSG00000091283.1	Gm17234	392
ENSMUSG00000054770.16	Kctd18	5016
ENSMUSG00000026039.9	Sgo2a	4939
ENSMUSG00000063558.4	Aox1	6429
ENSMUSG00000064294.12	Aox3	4606
ENSMUSG00000089275.1	Gm24548	108
ENSMUSG00000038242.12	Aox4	4973
ENSMUSG00000089822.1	Gm15759	3723
ENSMUSG00000079554.2	Aox2	5771
ENSMUSG00000103839.1	Gm37607	2623
ENSMUSG00000051223.14	Bzw1	3876
ENSMUSG00000026034.17	Clk1	4865
ENSMUSG00000026035.15	Ppil3	2139
ENSMUSG00000026036.17	Nif3l1	3769
ENSMUSG00000026037.14	Orc2	3561
ENSMUSG00000094245.1	Gm23966	107
ENSMUSG00000085054.2	Gm15834	2613
ENSMUSG00000038174.14	Fam126b	8685
ENSMUSG00000026032.8	Ndufb3	763
ENSMUSG00000100202.1	Gm29389	352
ENSMUSG00000099490.1	Gm18802	888
ENSMUSG00000059647.5	Cbx3-ps7	552
ENSMUSG00000047528.13	Als2cr12	1979
ENSMUSG00000102059.1	Gm20257	936
ENSMUSG00000101046.1	Gm28803	764
ENSMUSG00000026031.15	Cflar	6572
ENSMUSG00000100236.1	Gm3841	451
ENSMUSG00000026029.14	Casp8	2585
ENSMUSG00000102719.1	Gm37760	3841
ENSMUSG00000099719.1	Gm28802	944
ENSMUSG00000026028.12	Trak2	6189
ENSMUSG00000026027.13	Stradb	3076
ENSMUSG00000072295.6	C2cd6	2355
ENSMUSG00000047383.8	C2cd6	878
ENSMUSG00000099752.1	Gm29018	925
ENSMUSG00000077616.1	Gm25502	131
ENSMUSG00000038079.14	Tmem237	1869
ENSMUSG00000097573.2	G730003C15Rik	2309
ENSMUSG00000079550.9	Mpp4	3531
ENSMUSG00000101586.1	Gm29017	2092
ENSMUSG00000099563.1	Gm19125	1383
ENSMUSG00000026024.14	Als2	6342
ENSMUSG00000026023.16	Cdk15	2108
ENSMUSG00000099922.1	Gm29016	1013
ENSMUSG00000104502.1	Gm37737	1638
ENSMUSG00000041075.8	Fzd7	4532
ENSMUSG00000097819.1	Gm26813	3587
ENSMUSG00000047361.16	Gm973	3595
ENSMUSG00000099811.6	Gm28411	464
ENSMUSG00000101409.1	1700122D07Rik	421
ENSMUSG00000026021.15	Sumo1	1215
ENSMUSG00000089276.1	Gm24545	85
ENSMUSG00000103821.1	D430013B06Rik	1872
ENSMUSG00000101400.1	Gm29596	385
ENSMUSG00000026020.9	Nop58	9507
ENSMUSG00000077345.1	Snord70	87
ENSMUSG00000077358.1	Gm26293	84
ENSMUSG00000089512.3	Gm26287	81
ENSMUSG00000089093.3	Snord11	84
ENSMUSG00000067336.6	Bmpr2	12899
ENSMUSG00000104052.1	Gm38125	3438
ENSMUSG00000103131.1	Gm37977	721
ENSMUSG00000041040.12	Fam117b	5532
ENSMUSG00000103696.1	Gm37531	5415
ENSMUSG00000100901.1	Gm18829	1622
ENSMUSG00000026018.12	Ica1l	3650
ENSMUSG00000026019.15	Wdr12	10012
ENSMUSG00000026017.13	Carf	5463
ENSMUSG00000082609.1	Gm15464	431
ENSMUSG00000073664.11	Nbeal1	15731
ENSMUSG00000100516.1	Gm29332	227
ENSMUSG00000049439.13	Cyp20a1	2223
ENSMUSG00000103822.1	6030460B20Rik	1058
ENSMUSG00000026782.15	Abi2	5768
ENSMUSG00000026014.15	Raph1	10024
ENSMUSG00000081562.1	Gm11575	228
ENSMUSG00000084400.1	Gm11576	417
ENSMUSG00000082160.1	Gm11578	459
ENSMUSG00000103215.1	Gm38388	1430
ENSMUSG00000088973.1	Gm23762	106
ENSMUSG00000084151.1	Gm11577	737
ENSMUSG00000101188.1	Eif4a-ps4	1218
ENSMUSG00000026012.2	Cd28	4347
ENSMUSG00000086795.1	Gm11579	845
ENSMUSG00000085965.1	2310016D23Rik	388
ENSMUSG00000104069.1	Gm37198	2110
ENSMUSG00000083118.1	Gm11609	793
ENSMUSG00000083355.1	Gm11581	763
ENSMUSG00000102549.1	Gm38137	1401
ENSMUSG00000026011.13	Ctla4	1933
ENSMUSG00000081382.1	Rpl18-ps1	525
ENSMUSG00000080800.1	Gm11582	236
ENSMUSG00000026009.14	Icos	3241
ENSMUSG00000102561.1	Gm37039	2485
ENSMUSG00000082804.3	Rpl17-ps1	552
ENSMUSG00000082661.1	Gm11590	1455
ENSMUSG00000080785.1	Gm11591	702
ENSMUSG00000100893.1	Gm28083	538
ENSMUSG00000085248.2	Gm11587	1120
ENSMUSG00000085447.1	9530026F06Rik	892
ENSMUSG00000086408.1	Gm11588	658
ENSMUSG00000089546.1	Gm25839	103
ENSMUSG00000100965.1	Gm28449	506
ENSMUSG00000102168.1	Gm36943	282
ENSMUSG00000100381.1	Gm28094	390
ENSMUSG00000086009.1	4930587A21Rik	851
ENSMUSG00000052062.14	Pard3b	8392
ENSMUSG00000103656.1	Gm37205	2736
ENSMUSG00000104402.1	Gm38012	3029
ENSMUSG00000104081.1	Gm38278	1365
ENSMUSG00000085842.7	Pard3bos1	1878
ENSMUSG00000103002.1	Gm38075	920
ENSMUSG00000100344.1	Gm29640	278
ENSMUSG00000101509.1	Gm29641	259
ENSMUSG00000085019.2	Pard3bos2	770
ENSMUSG00000102359.1	Gm38351	2518
ENSMUSG00000085400.1	Pard3bos3	862
ENSMUSG00000100750.1	Gm29084	1452
ENSMUSG00000081950.1	Gm11600	240
ENSMUSG00000084333.1	Gm11599	878
ENSMUSG00000025969.15	Nrp2	6723
ENSMUSG00000100811.1	Gm29083	733
ENSMUSG00000103032.1	Gm37121	2556
ENSMUSG00000100426.1	Gm4208	871
ENSMUSG00000040865.15	Ino80d	13675
ENSMUSG00000104991.1	Gm44468	105
ENSMUSG00000088953.1	Gm24942	114
ENSMUSG00000081617.1	Rps13-ps7	368
ENSMUSG00000081429.1	Rps27-ps1	246
ENSMUSG00000084799.7	Ino80dos	1576
ENSMUSG00000101599.1	Gm20342	9720
ENSMUSG00000025968.16	Ndufs1	2661
ENSMUSG00000077884.2	Gm24557	89
ENSMUSG00000025967.16	Eef1b2	1939
ENSMUSG00000098850.1	Gm27390	176
ENSMUSG00000064612.2	Gm26457	78
ENSMUSG00000105060.1	Gm26457	35
ENSMUSG00000064602.1	Snora41	132
ENSMUSG00000046856.13	Gpr1	1940
ENSMUSG00000094290.2	Gm27512	126
ENSMUSG00000086730.2	Platr12	549
ENSMUSG00000102536.1	1700039I01Rik	479
ENSMUSG00000087561.7	Gm11608	877
ENSMUSG00000092705.1	Gm24513	138
ENSMUSG00000027520.15	Zdbf2	12629
ENSMUSG00000094214.1	Gm23448	104
ENSMUSG00000083039.1	Gm11606	617
ENSMUSG00000081643.1	Gm11605	646
ENSMUSG00000025964.15	Adam23	6426
ENSMUSG00000087823.1	Gm22281	103
ENSMUSG00000115378.1	Gm39653	1105
ENSMUSG00000069085.5	Dytn	4719
ENSMUSG00000083066.1	Gm12748	504
ENSMUSG00000025963.5	Mdh1b	1719
ENSMUSG00000025962.15	Fastkd2	4486
ENSMUSG00000025961.1	4933402D24Rik	1758
ENSMUSG00000080817.1	Gm13751	752
ENSMUSG00000082373.2	Gm13754	998
ENSMUSG00000044689.5	Gm13749	1432
ENSMUSG00000025959.13	Klf7	7662
ENSMUSG00000097272.1	Gm26649	3196
ENSMUSG00000098487.1	Mir6899	64
ENSMUSG00000086836.1	Gm13748	378
ENSMUSG00000086721.2	Gm13750	465
ENSMUSG00000101895.1	Gm28981	1288
ENSMUSG00000093228.1	Gm25748	70
ENSMUSG00000099658.1	Gm28980	219
ENSMUSG00000025958.14	Creb1	8364
ENSMUSG00000025956.10	Mettl21a	2666
ENSMUSG00000101832.1	Gm28982	512
ENSMUSG00000100437.1	Gm29152	325
ENSMUSG00000087213.2	2810408I11Rik	1505
ENSMUSG00000070871.10	Ccnyl1	3281
ENSMUSG00000045005.9	Fzd5	6915
ENSMUSG00000102140.1	Gm38058	4368
ENSMUSG00000051344.13	Plekhm3	8562
ENSMUSG00000097264.1	Rpl31-ps24	379
ENSMUSG00000084416.3	Rpl10a-ps1	654
ENSMUSG00000077471.1	Gm24788	156
ENSMUSG00000025955.13	Akr1cl	1761
ENSMUSG00000090042.1	Gm8550	653
ENSMUSG00000070870.6	Cryge	690
ENSMUSG00000067299.11	Crygd	630
ENSMUSG00000025952.15	Crygc	783
ENSMUSG00000073658.4	Crygb	634
ENSMUSG00000100774.1	Gm7329	210
ENSMUSG00000044429.8	Cryga	717
ENSMUSG00000100846.1	Gm28845	733
ENSMUSG00000044816.10	D630023F18Rik	2180
ENSMUSG00000025950.16	Idh1	2302
ENSMUSG00000025949.16	Pikfyve	11237
ENSMUSG00000025946.13	Pth2r	2414
ENSMUSG00000100503.1	Gm28927	272
ENSMUSG00000100504.1	Gm28926	680
ENSMUSG00000099383.1	Gm28925	168
ENSMUSG00000100340.1	Gm28923	322
ENSMUSG00000100439.1	Gm28922	308
ENSMUSG00000099819.1	Gm28728	405
ENSMUSG00000082565.1	Gm5255	642
ENSMUSG00000082774.1	Gm8805	313
ENSMUSG00000025945.11	Crygf	627
ENSMUSG00000081623.1	Gm8809	743
ENSMUSG00000083242.1	Gm15659	341
ENSMUSG00000083289.1	Gm8812	412
ENSMUSG00000015222.17	Map2	6258
ENSMUSG00000088850.1	Gm24729	137
ENSMUSG00000073656.4	Gm10558	1661
ENSMUSG00000065694.1	Gm25411	151
ENSMUSG00000055567.18	Unc80	13613
ENSMUSG00000103375.1	Gm37181	1727
ENSMUSG00000026005.15	Rpe	2724
ENSMUSG00000026004.15	Kansl1l	4459
ENSMUSG00000102559.1	Gm37570	3106
ENSMUSG00000102374.1	Gm38387	2577
ENSMUSG00000102776.1	Gm38162	4597
ENSMUSG00000082057.1	Gm15789	1359
ENSMUSG00000103706.1	6820402A03Rik	2654
ENSMUSG00000103756.1	Gm37285	1139
ENSMUSG00000103382.1	Gm37755	2179
ENSMUSG00000103553.1	Gm38218	4689
ENSMUSG00000026003.5	Acadl	1916
ENSMUSG00000082769.3	Gm15793	495
ENSMUSG00000089420.2	Gm27934	63
ENSMUSG00000077328.1	Gm25832	130
ENSMUSG00000061816.15	Myl1	1082
ENSMUSG00000094191.1	Rpl31-ps14	378
ENSMUSG00000082212.1	Gm15826	1384
ENSMUSG00000026000.16	Lancl1	4461
ENSMUSG00000025991.8	Cps1	5555
ENSMUSG00000086204.1	Gm15668	678
ENSMUSG00000077745.1	Gm26342	129
ENSMUSG00000082473.1	Kif22-ps	1984
ENSMUSG00000095282.1	Gm22548	78
ENSMUSG00000085075.1	Gm15669	526
ENSMUSG00000104395.1	Gm37957	2303
ENSMUSG00000096031.1	Gm23189	102
ENSMUSG00000087329.3	Gm15671	576
ENSMUSG00000062209.15	Erbb4	12037
ENSMUSG00000102449.1	Gm37100	1353
ENSMUSG00000083795.1	Gm15670	447
ENSMUSG00000080539.1	Gm25542	94
ENSMUSG00000103307.1	Gm19335	2069
ENSMUSG00000104508.1	Gm37735	1406
ENSMUSG00000103642.1	Gm37769	2369
ENSMUSG00000103809.1	Gm37061	3243
ENSMUSG00000087514.1	Gm16076	480
ENSMUSG00000084332.1	Gm8840	386
ENSMUSG00000101387.1	Pced1c-ps	751
ENSMUSG00000099804.1	Gm28497	3029
ENSMUSG00000100354.1	Gm29113	3432
ENSMUSG00000101156.1	Gm29114	2508
ENSMUSG00000025997.13	Ikzf2	9278
ENSMUSG00000100815.1	Gm29112	3487
ENSMUSG00000099954.1	Gm28112	1875
ENSMUSG00000103402.1	Gm37930	1886
ENSMUSG00000053153.14	Spag16	3559
ENSMUSG00000089345.1	Gm22665	275
ENSMUSG00000080524.1	Gm23879	126
ENSMUSG00000101730.1	Gm28580	88
ENSMUSG00000103052.1	Gm38272	2400
ENSMUSG00000104287.1	Gm37456	5837
ENSMUSG00000075952.1	Gm23422	107
ENSMUSG00000045648.15	Vwc2l	4655
ENSMUSG00000026196.7	Bard1	5659
ENSMUSG00000089965.1	Gm16236	379
ENSMUSG00000101551.1	Gm8870	775
ENSMUSG00000050296.14	Abca12	9137
ENSMUSG00000101617.1	Gm6947	78
ENSMUSG00000026192.13	Atic	2845
ENSMUSG00000026193.15	Fn1	8315
ENSMUSG00000073652.10	Apol7d	1193
ENSMUSG00000101834.1	Gm5829	351
ENSMUSG00000100319.1	Gm5256	877
ENSMUSG00000102689.1	Gm37217	3521
ENSMUSG00000099707.6	Gm8883	699
ENSMUSG00000101211.1	Gm28818	2989
ENSMUSG00000101848.1	4933417E11Rik	1093
ENSMUSG00000101764.1	4930556G22Rik	741
ENSMUSG00000059483.5	Gm5528	480
ENSMUSG00000101496.1	Gm8885	598
ENSMUSG00000102123.1	Gm4319	2048
ENSMUSG00000039395.8	Mreg	2284
ENSMUSG00000094655.1	Gm25360	191
ENSMUSG00000097131.1	D230017M19Rik	3096
ENSMUSG00000094050.1	Gm23472	191
ENSMUSG00000093956.1	Gm24497	191
ENSMUSG00000093843.1	Gm25939	191
ENSMUSG00000026189.13	Pecr	1186
ENSMUSG00000026188.11	Tmem169	2928
ENSMUSG00000026187.9	Xrcc5	2549
ENSMUSG00000039372.5	March4	4553
ENSMUSG00000085812.1	Gm15843	529
ENSMUSG00000039354.16	Smarcal1	4003
ENSMUSG00000110712.1	Gm39662	1238
ENSMUSG00000039342.5	Ankar	4571
ENSMUSG00000110487.1	Gm18035	589
ENSMUSG00000110596.1	Gm45859	214
ENSMUSG00000046330.10	Rpl37a	665
ENSMUSG00000039323.18	Igfbp2	1307
ENSMUSG00000026185.8	Igfbp5	6006
ENSMUSG00000101968.6	1700027A15Rik	617
ENSMUSG00000026182.6	Tnp1	437
ENSMUSG00000102266.1	Gm38106	2534
ENSMUSG00000101112.1	Gm29185	516
ENSMUSG00000100697.1	Gm29184	334
ENSMUSG00000099877.6	Pinc	2170
ENSMUSG00000098697.1	Gm27315	154
ENSMUSG00000101812.1	D530049I02Rik	562
ENSMUSG00000100044.1	Gm9553	996
ENSMUSG00000100444.1	C530043A13Rik	3364
ENSMUSG00000100429.1	Gm29186	660
ENSMUSG00000100301.6	6030407O03Rik	2094
ENSMUSG00000101344.1	Gm29183	790
ENSMUSG00000088666.1	Gm25329	126
ENSMUSG00000098504.1	Mir6351	99
ENSMUSG00000055322.15	Tns1	9966
ENSMUSG00000061815.11	Rufy4	2306
ENSMUSG00000026180.8	Cxcr2	3046
ENSMUSG00000048480.5	Cxcr1	1451
ENSMUSG00000087820.1	Mir1928	67
ENSMUSG00000094768.1	Gm25524	107
ENSMUSG00000006304.14	Arpc2	1439
ENSMUSG00000064272.3	Gpbar1	1075
ENSMUSG00000006299.13	Aamp	2762
ENSMUSG00000101503.1	Gm28364	334
ENSMUSG00000026179.14	Pnkd	3599
ENSMUSG00000103013.1	Gm37503	319
ENSMUSG00000006301.17	Tmbim1	11011
ENSMUSG00000099931.1	Gm29358	3227
ENSMUSG00000103403.1	Gm37931	2866
ENSMUSG00000073650.8	Catip	2101
ENSMUSG00000026177.11	Slc11a1	2726
ENSMUSG00000026176.13	Ctdsp1	2957
ENSMUSG00000065468.1	Mir26b	85
ENSMUSG00000026175.12	Vil1	3124
ENSMUSG00000033364.13	Usp37	7111
ENSMUSG00000103227.1	Gm37733	2962
ENSMUSG00000026174.9	Cnot9	3268
ENSMUSG00000026173.15	Plcd4	4682
ENSMUSG00000026135.17	Zfp142	7473
ENSMUSG00000093155.1	Gm25035	77
ENSMUSG00000026172.12	Bcs1l	1890
ENSMUSG00000026171.12	Rnf25	1507
ENSMUSG00000033276.18	Stk36	5489
ENSMUSG00000033257.14	Ttll4	10019
ENSMUSG00000026170.6	Cyp27a1	1892
ENSMUSG00000006542.13	Prkag3	2832
ENSMUSG00000098351.1	Gm27507	93
ENSMUSG00000033227.7	Wnt6	2071
ENSMUSG00000099472.1	Gm29539	758
ENSMUSG00000026167.14	Wnt10a	2468
